canonical_smiles,Molecular_Weight,LogP,TPSA,H_Bond_Donors,H_Bond_Acceptors,Rotatable_Bonds,Ring_Count,Heavy_Atom_Count,Fraction_CSP3,Aromatic_Rings,Molar_Refractivity,Num_Heteroatoms,LogS,BBB,Toxic,Num_Aromatic_Carbocycles,BalabanJ,Labute_ASA
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,300.769,2.842100000000001,47.63,2.0,3.0,1.0,3.0,21.0,0.125,2.0,84.17360000000002,5.0,-3.39,,,2.0,2.271838969980807,127.54445175009751
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,299.761,2.950700000000001,50.46,1.0,3.0,1.0,3.0,21.0,0.125,2.0,85.75410000000001,5.0,-4.48,,0.0,2.0,2.271838969980807,127.54445175009751
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,569.6090000000002,-7.524400000000013,297.72,12.0,16.0,9.0,3.0,39.0,0.9545454545454546,0.0,130.29120000000006,17.0,,0.0,,0.0,1.8393425248375312,224.6802777112682
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,306.236,5.179600000000004,12.03,1.0,1.0,2.0,3.0,20.0,0.2941176470588235,2.0,85.78170000000003,3.0,-5.23,,,2.0,2.0462380294045226,129.4637713813862
CNC1CCC(c2ccccc2)c2ccccc21,237.346,3.8728000000000034,12.03,1.0,1.0,2.0,3.0,18.0,0.2941176470588235,2.0,75.76170000000005,1.0,,1.0,,2.0,2.0443285948893797,108.85723892762286
CNC1CCCCC1,113.204,1.5385,12.03,1.0,1.0,1.0,1.0,8.0,1.0,0.0,35.9327,1.0,-0.3214680129,,,0.0,2.1250162554146717,51.47293474428801
CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,389.4270000000002,2.3705000000000007,83.8,2.0,5.0,5.0,4.0,28.0,0.5,2.0,104.24300000000004,8.0,,,0.0,1.0,1.9913871283083169,161.25144250860635
CNC1CCN2c3ccccc3CCc3cccc1c32,264.372,3.587500000000002,15.27,1.0,2.0,1.0,4.0,20.0,0.3333333333333333,2.0,83.71570000000004,2.0,,1.0,,2.0,1.9438046469038737,119.9761835586936
CNC1CCc2ncsc2C1,168.265,1.2198,24.92,1.0,3.0,1.0,2.0,11.0,0.625,1.0,46.98670000000003,3.0,,1.0,,0.0,2.179151466393918,70.66015597291683
CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,349.3370000000001,1.7208,74.57,2.0,4.0,4.0,4.0,25.0,0.4117647058823529,2.0,88.41500000000002,8.0,-5.31,,,1.0,1.9688466703673237,141.20860633883584
CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1C,363.3640000000001,2.1093,74.57,2.0,4.0,4.0,4.0,26.0,0.4444444444444444,2.0,93.01000000000002,8.0,-4.44,,,1.0,1.9778415896787402,147.57354845323246
CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,331.3470000000001,1.5816999999999997,74.57,2.0,4.0,4.0,4.0,24.0,0.4117647058823529,2.0,88.45700000000002,7.0,-5.41,,,1.0,1.8955391711345337,137.0430709359096
CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1C,345.3740000000001,1.9701999999999995,74.57,2.0,4.0,4.0,4.0,25.0,0.4444444444444444,2.0,93.05200000000002,7.0,-4.57,,,1.0,1.9043817554195492,143.4080130503062
CNC1Cc2ccccc2N(C)c2ccccc21,238.334,3.271100000000001,15.27,1.0,2.0,1.0,3.0,18.0,0.25,2.0,76.45170000000005,2.0,,1.0,,2.0,2.206767093360598,108.25213048342962
CNC=O,59.068000000000005,-0.6378000000000001,29.1,1.0,1.0,1.0,0.0,4.0,0.5,0.0,15.1237,2.0,1.2286477338,,,0.0,2.2968352619191386,24.81557742587796
CNCC(=O)Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,356.8130000000001,-1.2072999999999985,161.45,4.0,6.0,5.0,1.0,21.0,0.2222222222222222,1.0,76.75480000000002,12.0,-1.27,,,1.0,3.5177330844611387,126.29207533568389
CNCC(=O)O,89.09399999999998,-0.7096000000000002,49.33,2.0,2.0,2.0,0.0,6.0,0.6666666666666666,0.0,21.5625,3.0,0.5273,,,0.0,2.831257109931365,35.97475329247059
CNCC(=O)c1ccc(O)c(O)c1,181.191,0.4999,69.56,3.0,4.0,3.0,1.0,13.0,0.2222222222222222,1.0,48.028800000000025,4.0,,,0.0,1.0,2.9029492111309567,75.82608125073062
CNCC(C)c1ccccc1,149.237,2.0095,12.03,1.0,1.0,3.0,1.0,11.0,0.4,1.0,48.78370000000003,1.0,-1.0947,,,1.0,2.610675164103469,68.44103376069144
CNCC(O)C(O)C(O)C(O)CO,195.215,-3.3582999999999994,113.18,6.0,6.0,6.0,0.0,13.0,1.0,0.0,45.03970000000002,6.0,0.4084,,,0.0,3.991684655394681,76.44993465879729
CNCC(O)c1ccc(O)c(O)c1,183.207,0.3506000000000001,72.72,4.0,4.0,3.0,1.0,13.0,0.3333333333333333,1.0,48.658100000000026,4.0,-0.96,0.0,,1.0,2.8351682624881787,76.45879290288288
CNCC(O)c1ccc(O)cc1,167.208,0.645,52.49,3.0,3.0,3.0,1.0,12.0,0.3333333333333333,1.0,46.993300000000026,3.0,,,0.0,1.0,2.6817731823152515,71.66455915068686
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,351.4430000000001,2.8424000000000014,84.85999999999999,2.0,6.0,5.0,1.0,25.0,0.5789473684210527,1.0,95.50850000000004,6.0,,0.0,0.0,1.0,3.2160591768985793,149.06988120155825
CNCC(O)c1cccc(O)c1.Cl,203.669,1.0667999999999995,52.49,3.0,3.0,3.0,1.0,13.0,0.3333333333333333,1.0,54.24130000000003,4.0,-0.308924931,,,1.0,1.4399996060001125e-06,83.81765240323628
CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,251.326,1.8909,58.56,2.0,4.0,4.0,1.0,18.0,0.5,1.0,70.41850000000004,4.0,,0.0,,1.0,2.796874160164408,107.97010330002453
CNCC12CCC(c3ccccc31)c1ccccc12,249.357,3.4312000000000022,12.03,1.0,1.0,2.0,5.0,19.0,0.3333333333333333,2.0,78.66770000000004,1.0,,1.0,,2.0,2.0428998386670405,114.21634988849024
CNCCC(=O)O,103.12099999999998,-0.3194999999999999,49.33,2.0,2.0,3.0,0.0,7.0,0.75,0.0,26.17949999999999,3.0,-0.0543,,,0.0,2.8219389370591843,42.339695406867186
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.331,4.435000000000003,21.26,1.0,2.0,6.0,2.0,22.0,0.2941176470588235,2.0,79.79870000000004,5.0,-1.59,1.0,0.0,2.0,2.130456050091155,127.47322151943769
CNCCC(Oc1cccc2ccccc12)c1cccs1,297.423,4.630900000000003,21.26,1.0,3.0,6.0,3.0,21.0,0.2222222222222222,3.0,90.17970000000004,3.0,,1.0,,2.0,1.9028725223173684,128.93370099840905
CNCCC(Oc1ccccc1OC)c1ccccc1,271.36,3.424800000000001,30.49,1.0,3.0,7.0,2.0,20.0,0.2941176470588235,2.0,81.34870000000005,3.0,,1.0,0.0,2.0,2.191132611987591,120.09016054016584
CNCCC=C1c2ccccc2C(C)(C)c2ccccc21,277.41099999999994,4.367100000000003,12.03,1.0,1.0,3.0,3.0,21.0,0.3,2.0,90.63470000000004,1.0,,1.0,,2.0,2.2129286994165134,127.26246223862842
CNCCC=C1c2ccccc2C2CC2c2ccccc21,275.395,4.312300000000003,12.03,1.0,1.0,3.0,4.0,21.0,0.3,2.0,88.60570000000006,1.0,,1.0,,2.0,1.8905545239275119,126.25663108509919
CNCCC=C1c2ccccc2CCc2ccccc21,263.38400000000007,3.826400000000003,12.03,1.0,1.0,3.0,3.0,20.0,0.2631578947368421,2.0,85.91470000000005,1.0,-4.02,1.0,0.0,2.0,2.1133271211644953,120.89752012423182
CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,294.398,3.622200000000003,32.34,1.0,2.0,5.0,3.0,22.0,0.3157894736842105,2.0,90.54270000000004,3.0,,1.0,,2.0,2.031041026216128,131.50847892666326
CNCCCC1(C)CN(c2ccccc2)c2ccccc21,280.415,4.095600000000003,15.27,1.0,2.0,5.0,3.0,21.0,0.3684210526315789,2.0,90.40270000000004,2.0,,1.0,,2.0,1.929830661473052,127.34695682661946
CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,295.426,4.195100000000003,21.26,1.0,2.0,5.0,3.0,22.0,0.4,2.0,90.93570000000008,2.0,,1.0,,2.0,2.1161954609106544,133.0656105003196
CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,311.4940000000001,4.911700000000004,12.03,1.0,2.0,5.0,3.0,22.0,0.4,2.0,97.44170000000004,2.0,,1.0,,2.0,2.1161954609106544,138.07517529617792
CNCCCC12CCC(c3ccccc31)c1ccccc12,277.411,4.211400000000004,12.03,1.0,1.0,4.0,5.0,21.0,0.4,2.0,87.90170000000006,1.0,-4.69,1.0,0.0,2.0,1.8805976481796658,126.94623411728348
CNCCCC1c2ccccc2C=Cc2ccccc21,263.384,4.301900000000003,12.03,1.0,1.0,4.0,3.0,20.0,0.2631578947368421,2.0,86.81570000000005,1.0,,1.0,0.0,2.0,2.034207092771706,120.89752012423182
CNCCCCOc1ccccc1Cc1ccccc1,269.388,3.655800000000003,21.26,1.0,2.0,8.0,2.0,20.0,0.3333333333333333,2.0,84.34570000000006,2.0,,,0.0,2.0,1.9221496145217265,121.3415574250556
CNCCCCOc1ccccc1Cc1ccccc1.[Cl-].[H+],305.84899999999993,0.7722999999999993,21.26,1.0,2.0,8.0,2.0,21.0,0.3333333333333333,2.0,85.45770000000006,3.0,,1.0,,2.0,2.204999114850376e-06,134.97944904710053
CNCCCN1Cc2ccccc2Cc2ccccc21,266.388,3.206900000000002,15.27,1.0,2.0,4.0,3.0,20.0,0.3333333333333333,2.0,85.28370000000004,2.0,,1.0,,2.0,1.9276134649969827,120.98201471222285
CNCCCN1c2ccccc2C(C)(C)c2ccccc21,280.415,4.073500000000003,15.27,1.0,2.0,4.0,3.0,21.0,0.3684210526315789,2.0,90.56170000000006,2.0,,1.0,,2.0,2.0966601171141064,127.34695682661943
CNCCCN1c2ccccc2CCc2ccccc21,266.388,3.5328000000000026,15.27,1.0,2.0,4.0,3.0,20.0,0.3333333333333333,2.0,85.84170000000005,2.0,-3.6576170412,1.0,0.0,2.0,1.9961712661354012,120.98201471222285
CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,304.84599999999995,4.552200000000003,15.27,1.0,3.0,4.0,3.0,20.0,0.25,2.0,87.56670000000004,4.0,,1.0,,2.0,1.9946111981836876,128.67850673567654
CNCCCN1c2ccccc2Sc2ccccc21,270.401,3.898800000000003,15.27,1.0,3.0,4.0,3.0,19.0,0.25,2.0,82.55670000000005,3.0,,1.0,,2.0,1.963069855169821,118.37524050879487
CNCCO,75.11099999999999,-0.8019000000000001,32.26,2.0,2.0,2.0,0.0,5.0,1.0,0.0,21.0125,2.0,1.1242964559,,0.0,0.0,2.19060968716425,31.81323119242682
CNCCOC(c1ccccc1)c1ccccc1C,255.361,3.3204200000000013,21.26,1.0,2.0,6.0,2.0,19.0,0.2941176470588235,2.0,79.34270000000005,2.0,,1.0,,2.0,2.267261950579557,114.97661531065897
CNCCON=c1c2ccccc2ccc2ccccc12,278.355,3.0447000000000006,33.62,1.0,3.0,4.0,3.0,21.0,0.1666666666666666,3.0,86.89570000000005,3.0,,1.0,,3.0,2.293773184243009,123.41281448454247
CNCCS(=O)(=O)[O-],138.16799999999998,-1.249,69.23,1.0,4.0,3.0,0.0,8.0,1.0,0.0,28.4909,5.0,,,0.0,0.0,3.420929328779777,48.647633450271435
CNCCS(=O)(=O)[O-].[Na+],161.158,-4.244999999999997,69.22999999999999,1.0,4.0,3.0,0.0,9.0,1.0,0.0,28.4909,6.0,0.1906881396,,,0.0,0.0,77.06103307298338
CNCCSC1=Cc2cc(F)ccc2Oc2ccccc21,301.386,4.382100000000004,21.26,1.0,3.0,4.0,3.0,21.0,0.1764705882352941,2.0,87.17170000000003,4.0,,1.0,,2.0,2.0448857923257173,127.56982655323698
CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,399.51300000000015,-0.4257999999999973,122.13000000000002,5.0,7.0,8.0,3.0,27.0,0.7777777777777778,0.0,101.96780000000004,9.0,,0.0,,0.0,1.7090315413297439,162.92458399926022
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.361,3.7246200000000016,21.26,1.0,2.0,6.0,2.0,19.0,0.2941176470588235,2.0,79.53370000000005,2.0,,1.0,0.0,2.0,2.167710157478689,114.97661531065897
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,297.423,4.630900000000003,21.26,1.0,3.0,6.0,3.0,21.0,0.2222222222222222,3.0,90.17970000000004,3.0,,,0.0,2.0,1.9028725223173684,128.93370099840905
CNCCc1ccccn1,136.198,0.8434999999999999,24.92,1.0,2.0,3.0,1.0,10.0,0.375,1.0,41.86770000000001,2.0,,1.0,0.0,0.0,2.4265223465879537,61.29573962724134
CNC[C@@H]1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,346.81400000000014,3.4636000000000022,50.8,1.0,4.0,6.0,3.0,24.0,0.2777777777777778,2.0,93.76770000000003,6.0,,1.0,,2.0,1.6009038874675998,145.67389349816204
CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,293.41,3.182200000000001,32.26,2.0,2.0,4.0,5.0,22.0,0.4,2.0,89.29150000000006,2.0,,1.0,,2.0,1.8929812459663555,131.7404678694795
CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,491.46300000000014,0.4923200000000007,175.4,8.0,9.0,9.0,2.0,34.0,0.4285714285714285,2.0,115.6997,13.0,,,1.0,1.0,3.8483514808632e-07,192.88665279321742
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,195.215,-3.3582999999999994,113.18,6.0,6.0,6.0,0.0,13.0,1.0,0.0,45.03970000000002,6.0,,,1.0,0.0,3.991684655394681,76.44993465879729
CNC[C@H](O)c1ccc(O)c(O)c1,183.207,0.3506000000000001,72.72,4.0,4.0,3.0,1.0,13.0,0.3333333333333333,1.0,48.658100000000026,4.0,-3.0077,0.0,0.0,1.0,2.8351682624881787,76.45879290288288
CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,333.29300000000006,-1.7719999999999998,187.78,8.0,8.0,6.0,1.0,23.0,0.3846153846153846,1.0,75.94330000000002,10.0,0.0,,,1.0,4.383076810427597e-07,130.42437172287015
CNC[C@H](O)c1cccc(O)c1,167.20799999999997,0.645,52.49,3.0,3.0,3.0,1.0,12.0,0.3333333333333333,1.0,46.993300000000026,3.0,,,0.0,1.0,2.732558067587228,71.66455915068686
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,300.16,4.644200000000002,21.26,1.0,2.0,4.0,2.0,19.0,0.1428571428571428,2.0,75.69970000000004,5.0,,,0.0,2.0,2.2879047360192635,120.65385682415871
CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,297.358,2.5054000000000007,73.99,3.0,3.0,4.0,3.0,22.0,0.2941176470588235,2.0,85.22010000000003,5.0,,,1.0,1.0,1.7740856497911404,128.66918996112597
CNCc1cccc2ccccc12,171.24299999999997,2.5592000000000006,12.03,1.0,1.0,2.0,2.0,13.0,0.1666666666666666,2.0,56.71170000000004,1.0,-1.7150988877000002,,,2.0,2.6138711904545664,78.39281406363344
CNCc1ccccc1,121.18299999999996,1.406,12.03,1.0,1.0,2.0,1.0,9.0,0.25,1.0,39.205700000000014,1.0,0.9166,,0.0,1.0,2.61489994009295,55.71114953189822
CNCl,65.503,0.3596,12.03,1.0,1.0,0.0,0.0,3.0,1.0,0.0,14.9127,2.0,0.2806,,,0.0,1.6329931618554523,24.704050270872283
CNN,46.073,-0.9205,38.05,2.0,2.0,0.0,0.0,3.0,1.0,0.0,13.2471,2.0,1.3365535082,,,0.0,1.6329931618554523,19.599139928685283
CNNC,60.10000000000001,-0.6598000000000002,24.06,2.0,2.0,1.0,0.0,4.0,1.0,0.0,18.1194,2.0,1.2211,,,0.0,1.9747448713915894,26.174053529677217
CNNCc1ccc(C(=O)NC(C)C)cc1,221.304,1.0488,53.16,3.0,3.0,5.0,1.0,16.0,0.4166666666666667,1.0,64.94360000000003,4.0,,1.0,0.0,1.0,2.5971514576190105,96.40230047697948
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,291.71500000000003,3.9902000000000033,47.56,1.0,3.0,4.0,1.0,18.0,0.5,1.0,74.45520000000003,6.0,-3.1639,,1.0,1.0,3.0396606751530797,113.22042446748596
CNS#CNCO,120.177,-0.6899000000000004,44.29,3.0,3.0,1.0,0.0,7.0,0.6666666666666666,0.0,30.7602,4.0,-0.0798,,,0.0,2.908625128121578,46.46102249214419
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,335.4730000000001,2.0687999999999995,65.2,2.0,3.0,5.0,3.0,23.0,0.5294117647058824,2.0,94.32120000000003,6.0,,,0.0,1.0,1.8222823844320006,137.6713476945132
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,295.408,1.3211999999999997,65.2,2.0,3.0,6.0,2.0,20.0,0.4285714285714285,2.0,82.24020000000004,6.0,,,0.0,1.0,2.293411510347588,119.58235250485261
CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,696.2640000000001,6.616620000000007,87.54,1.0,5.0,8.0,7.0,48.0,0.4444444444444444,4.0,181.74499999999952,12.0,,,1.0,3.0,1.0883584218509599,284.6787229852787
CNS(=O)(=O)c1cc(OC)c(N)cc1C,230.289,0.49392,81.42,2.0,4.0,3.0,1.0,15.0,0.3333333333333333,1.0,58.38890000000002,6.0,-2.5769433589,,,1.0,3.440724730288767,89.2903034652295
CNS(=O)(=O)c1cc(OC)c(N)cc1OC,246.28799999999995,0.1940999999999997,90.65,2.0,5.0,4.0,1.0,16.0,0.3333333333333333,1.0,60.203900000000026,7.0,-3.6510805625,,,1.0,3.4831918015434837,94.40384869473637
CNS(=O)(=O)c1cc(OC)c(N/N=C2\C(=O)C(C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)=Cc3ccccc32)cc1C,560.5920000000001,2.50232,174.61,5.0,8.0,7.0,5.0,40.0,0.1111111111111111,4.0,151.11129999999983,13.0,-8.2171679788,,,3.0,1.481711507702542,227.75409967375288
CNS(=O)(=O)c1cc(OC)c(N/N=C2\C(=O)C(C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)=Cc3ccccc32)cc1OC,576.5910000000001,2.2025,183.84,5.0,9.0,8.0,5.0,41.0,0.1111111111111111,4.0,152.9262999999998,14.0,-7.8916361395,,,3.0,1.493403313300061,232.86764490325976
CN[C@@H](C)Cc1ccccc1,149.237,1.837,12.03,1.0,1.0,3.0,1.0,11.0,0.4,1.0,48.66770000000003,1.0,,1.0,0.0,1.0,2.508120077819107,68.44103376069144
CN[C@@H](C)[C@@H](O)c1ccccc1,165.236,1.3279,32.26,2.0,2.0,3.0,1.0,12.0,0.4,1.0,49.92350000000003,2.0,-1.4051913165,,,1.0,2.7110407232330616,73.23526751288745
CN[C@@H](C)[C@H](O)c1ccccc1,165.236,1.3279,32.26,2.0,2.0,3.0,1.0,12.0,0.4,1.0,49.92350000000003,2.0,-0.4147,0.0,1.0,1.0,2.7110407232330616,73.23526751288745
CN[C@@H](C)[C@H](O)c1ccccc1.[Cl-].[H+],201.697,-1.5555999999999983,32.26,2.0,2.0,3.0,1.0,13.0,0.4,1.0,51.03550000000004,3.0,-0.003669443,,,1.0,0.0,86.8731591349324
CN[C@@H](CC(C)C)C(=O)O,145.202,0.7050999999999998,49.33,2.0,2.0,4.0,0.0,10.0,0.8571428571428571,0.0,39.938500000000005,3.0,-0.5146,,,0.0,3.7173197260221222,61.434521750057
CN[C@@H](Cc1ccc(O)cc1)C(=O)O,195.218,0.6072999999999997,69.56,3.0,3.0,4.0,1.0,14.0,0.3,1.0,52.29430000000003,4.0,-2.1325,,,1.0,2.6716306900583486,82.19102336512725
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,292.209,4.789500000000003,12.03,1.0,1.0,2.0,3.0,19.0,0.25,2.0,81.16470000000004,3.0,,,1.0,2.0,2.047586011227272,123.09882926698958
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.[Cl-].[H+],328.67,1.906,12.03,1.0,1.0,2.0,3.0,20.0,0.25,2.0,82.27670000000003,4.0,,1.0,,2.0,1.102499694756337e-06,136.73672088903453
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,895.0659999999998,-7.7030000000000305,427.44,16.0,24.0,12.0,6.0,62.0,0.8947368421052632,0.0,220.28339999999963,24.0,,,1.0,0.0,2.3419353585442328e-07,361.32636172103815
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,447.5330000000002,-3.851499999999992,213.72,8.0,12.0,6.0,3.0,31.0,0.8947368421052632,0.0,110.14170000000004,12.0,,0.0,,0.0,1.6931595503747752,181.34741974047103
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)C(O)CN)OC[C@]1(C)O,569.6090000000002,-7.5244000000000115,297.72,12.0,16.0,9.0,3.0,39.0,0.9545454545454546,0.0,130.29120000000003,17.0,,,1.0,0.0,1.8393425248375312,224.6802777112682
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O,447.5330000000002,-3.851499999999992,213.72,8.0,12.0,6.0,3.0,31.0,0.8947368421052632,0.0,110.14170000000004,12.0,,,0.0,0.0,1.6931595503747752,181.34741974047103
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,539.5830000000003,-6.949300000000007,283.64000000000004,11.0,16.0,6.0,4.0,37.0,1.0,0.0,123.0441,16.0,,,0.0,0.0,1.4330226927134107,213.25732233401413
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,539.5830000000003,-6.949300000000005,283.64,11.0,16.0,6.0,4.0,37.0,1.0,0.0,123.04410000000004,16.0,,0.0,,0.0,1.4330226927134107,213.25732233401413
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,332.35300000000007,-2.925599999999995,129.51000000000002,5.0,9.0,2.0,3.0,23.0,0.9285714285714286,0.0,76.36380000000004,9.0,,,0.0,0.0,1.923376266641421,133.45058846676628
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,583.596,-8.367700000000012,339.59,13.0,15.0,9.0,3.0,40.0,0.9047619047619048,0.0,133.94070000000005,19.0,,0.0,,0.0,1.9583893890499562,228.52872073414872
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,581.5799999999999,-8.16110000000001,336.43,12.0,15.0,9.0,3.0,40.0,0.8571428571428571,0.0,132.91890000000006,19.0,,0.0,,0.0,1.9644310693719826,227.89600908199648
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,1163.1600000000008,-15.48351999999997,662.8600000000002,28.0,30.0,18.0,6.0,80.0,0.8571428571428571,0.0,262.7977999999998,38.0,,,0.0,0.0,2.93999982737126e-07,454.4235404040894
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,1167.192000000001,-15.896719999999966,669.1800000000002,30.0,30.0,18.0,6.0,80.0,0.9047619047619048,0.0,264.84139999999985,38.0,,,1.0,0.0,2.93999982683751e-07,455.6889637083939
CN[C@@]1(c2ccccc2Cl)CCCCC1=O,237.7299999999999,2.897800000000001,29.1,1.0,2.0,2.0,2.0,16.0,0.4615384615384615,1.0,65.66470000000002,3.0,,,0.0,1.0,2.483414674415516,100.99481727727749
CN[C@H](C)Cc1ccccc1,149.237,1.837,12.03,1.0,1.0,3.0,1.0,11.0,0.4,1.0,48.66770000000003,1.0,,,0.0,1.0,2.508120077819107,68.44103376069144
CN[C@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1449.2710000000002,0.1062000000000095,530.4900000000001,19.0,25.0,13.0,12.0,101.0,0.4242424242424242,5.0,349.29170000000056,35.0,,0.0,,5.0,1.2394283064781384,583.8196751267816
